run_id,variant,seed,accuracy,f1,eval_loss,train_loss_final,data_mode
listwise-reidx7-witness-s42,V_future_relational_witness_transition_orbit_listwise,42,0.090909,0.40974,0.337346,0.312311,synthetic_transition_orbit_listwise_ranking+readout_relational_witness_transition_orbit_listwise+head_linear
listwise-reidx7-witness-s123,V_future_relational_witness_transition_orbit_listwise,123,0.090909,0.353896,0.354915,0.309665,synthetic_transition_orbit_listwise_ranking+readout_relational_witness_transition_orbit_listwise+head_linear
listwise-reidx7-witness-s777,V_future_relational_witness_transition_orbit_listwise,777,0.181818,0.496104,0.320855,0.287285,synthetic_transition_orbit_listwise_ranking+readout_relational_witness_transition_orbit_listwise+head_linear
listwise-reidx7-xdir-s42,V_control_symbolic_transition_list_cross_direction,42,0.272727,0.405195,0.330308,0.328122,synthetic_transition_orbit_listwise_ranking+readout_symbolic_transition_list_cross_direction+head_linear
listwise-reidx7-xdir-s123,V_control_symbolic_transition_list_cross_direction,123,0.363636,0.290909,0.330502,0.326732,synthetic_transition_orbit_listwise_ranking+readout_symbolic_transition_list_cross_direction+head_linear
listwise-reidx7-xdir-s777,V_control_symbolic_transition_list_cross_direction,777,0.181818,0.387013,0.329075,0.325166,synthetic_transition_orbit_listwise_ranking+readout_symbolic_transition_list_cross_direction+head_linear
listwise-reidx7-perm-s42,V_control_symbolic_transition_list_orbit_permuted,42,0.272727,0.423377,0.327463,0.330335,synthetic_transition_orbit_listwise_ranking+readout_symbolic_transition_list_orbit_permuted+head_linear
listwise-reidx7-perm-s123,V_control_symbolic_transition_list_orbit_permuted,123,0.363636,0.309091,0.328915,0.329302,synthetic_transition_orbit_listwise_ranking+readout_symbolic_transition_list_orbit_permuted+head_linear
listwise-reidx7-perm-s777,V_control_symbolic_transition_list_orbit_permuted,777,0.181818,0.387013,0.327032,0.327901,synthetic_transition_orbit_listwise_ranking+readout_symbolic_transition_list_orbit_permuted+head_linear
