run_id,variant,seed,mae,rank_correlation,calibration_slope
symbolic-insuff-slot1-pair7-witness-s42,V_future_relational_witness_symbolic_insufficiency,42,0.097130,0.941176,1.003669
symbolic-insuff-slot1-pair7-witness-s123,V_future_relational_witness_symbolic_insufficiency,123,0.084160,0.952941,0.927664
symbolic-insuff-slot1-pair7-witness-s777,V_future_relational_witness_symbolic_insufficiency,777,0.240537,0.701987,0.649365
symbolic-insuff-slot1-pair7-control-s42,V_control_symbolic_symbolic_insufficiency_regressor,42,0.404421,0.185979,0.075484
symbolic-insuff-slot1-pair7-control-s123,V_control_symbolic_symbolic_insufficiency_regressor,123,0.457205,-0.411202,-1.335304
symbolic-insuff-slot1-pair7-control-s777,V_control_symbolic_symbolic_insufficiency_regressor,777,0.218816,0.324484,0.904036
