variant,seed,mae,rank_correlation,calibration_slope
witness,42,0.000000,0.000000,0.000000
witness,123,0.003950,0.000000,0.000000
witness,777,0.010120,0.000000,0.000000
control,42,0.000000,0.000000,0.000000
control,123,0.021800,0.000000,0.000000
control,777,0.010218,0.000000,0.000000
witness_mean,mean,0.004690,0.000000,0.000000
control_mean,mean,0.010673,0.000000,0.000000
