run_id,variant,seed,mae,rank_correlation,calibration_slope,accuracy,f1
transition-witness-q-s42,V_future_relational_witness_chart_transition,42,0.085553,0.841105,0.986232,0.0,0.0
transition-witness-q-s123,V_future_relational_witness_chart_transition,123,0.075881,0.9241,0.999487,0.0,0.0
transition-witness-q-s777,V_future_relational_witness_chart_transition,777,0.259146,0.980807,0.984721,0.0,0.0
transition-quadratic-s42,V_control_symbolic_transition_quadratic_regressor,42,0.09528,0.873747,1.071424,0.0,0.0
transition-quadratic-s123,V_control_symbolic_transition_quadratic_regressor,123,0.135322,0.795261,0.931504,0.0,0.0
transition-quadratic-s777,V_control_symbolic_transition_quadratic_regressor,777,0.243174,0.839175,1.119556,0.0,0.0
