variant,seed,mae,rank_correlation,calibration_slope
witness,42,0.003150,0.000000,0.000000
witness,123,0.000000,0.000000,0.000000
witness,777,0.000000,0.000000,0.000000
control,42,0.005347,0.000000,0.000000
control,123,0.000000,0.000000,0.000000
control,777,0.000000,0.000000,0.000000
witness_mean,mean,0.001050,0.000000,0.000000
control_mean,mean,0.001782,0.000000,0.000000
