variant,seed,mae,rank_correlation,calibration_slope
witness,42,0.024803,0.301275,0.437126
witness,123,0.022685,0.057096,0.233928
witness,777,0.024968,0.188704,0.202178
control,42,0.020392,0.226213,1.076926
control,123,0.024977,-0.287193,-0.278294
control,777,0.031830,-0.174792,-0.158936
mean_witness,,0.024152,0.182358,0.291077
mean_control,,0.025733,-0.078591,0.213232
