run_id,variant,seed,mae,rank_correlation,calibration_slope,accuracy,f1
transition-witness-p-s42,V_future_relational_witness_chart_transition,42,0.085553,0.841105,0.986232,0.0,0.0
transition-witness-p-s123,V_future_relational_witness_chart_transition,123,0.075881,0.9241,0.999487,0.0,0.0
transition-witness-p-s777,V_future_relational_witness_chart_transition,777,0.259146,0.980807,0.984721,0.0,0.0
transition-permuted-s42,V_control_symbolic_transition_permuted_regressor,42,0.18123,0.693283,0.941252,0.0,0.0
transition-permuted-s123,V_control_symbolic_transition_permuted_regressor,123,0.177034,0.768455,0.875615,0.0,0.0
transition-permuted-s777,V_control_symbolic_transition_permuted_regressor,777,0.21026,0.748941,0.875649,0.0,0.0
