run_id,variant,seed,mae,rank_correlation,calibration_slope
symbolic-insufficiency-witness-dual-atlas-transition-residual-s42,V_future_relational_witness_symbolic_insufficiency,42,0.091881,0.987491,0.958442
symbolic-insufficiency-witness-dual-atlas-transition-residual-s123,V_future_relational_witness_symbolic_insufficiency,123,0.140404,0.95,1.036111
symbolic-insufficiency-witness-dual-atlas-transition-residual-s777,V_future_relational_witness_symbolic_insufficiency,777,0.126887,0.964706,0.974537
symbolic-insufficiency-control-dual-atlas-transition-residual-s42,V_control_symbolic_symbolic_insufficiency_regressor_dual_atlas_transition_residual,42,0.32121,-0.110783,-0.387488
symbolic-insufficiency-control-dual-atlas-transition-residual-s123,V_control_symbolic_symbolic_insufficiency_regressor_dual_atlas_transition_residual,123,0.310492,0.166544,-0.047866
symbolic-insufficiency-control-dual-atlas-transition-residual-s777,V_control_symbolic_symbolic_insufficiency_regressor_dual_atlas_transition_residual,777,0.293292,0.469029,0.710702
