source_lane_id,circuit_template,phasewrap_normalized_noise_sensitivity_delta,best_positional_normalized_noise_sensitivity_delta,matched_null_control_normalized_noise_sensitivity_delta,positional_margin_shot_quanta,matched_null_control_margin_shot_quanta,stable_reduced_scope_hardware_target
ibm_cx_seed314_rows16_shots2048,two_ry_cx_parity_z_readout_v1,0.052178021963,0.057581818049,0.080065735725,11.066974,57.114038,True
ibm_cx_seed577_rows16_shots2048,two_ry_cx_parity_z_readout_v1,0.051251433611,0.065138374328,0.069353575653,28.440455,37.073187,True
ibm_product_seed314_rows16_shots2048,two_ry_product_state_z_readout_v1,0.038462291331,0.045203925699,0.046161973965,13.806867,15.76895,True
ibm_product_seed577_rows16_shots2048,two_ry_product_state_z_readout_v1,0.029319473975,0.040768566197,0.050122373236,23.447741,42.604338,True
