support_policy,task,seed,method,stage10_method_alias,train_row_count,validation_row_count,test_row_count,test_support_known_fraction,test_support_missing_mod_count,selected_position_scale,selected_cue_scale,selected_distance_scale,validation_selection_metrics,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error
strict_known_only,phase_cued_retrieval,317,rope_relative,rope,4,2,4,0.0,4,4.0,2.0,8.0,"{'row_count': 2.0, 'loss': 2.353909, 'perplexity': 10.526634, 'top1_accuracy': 0.5, 'mrr': 0.571429, 'mean_target_probability': 0.116936, 'mean_top1_confidence': 0.20943, 'expected_calibration_error': 0.524305}",0.345875,1.413226,1.0,1.0,0.720508,0.720508,0.279492,2.353909,10.526634,0.5,0.571429,0.116936,0.20943,0.524305,3.695496,40.265539,0.0,0.084145,0.028905,0.114031,0.114031
strict_known_only,phase_cued_retrieval,317,phasewrap_bias,phasewrap_bias,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 2.044783, 'perplexity': 7.727479, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.250888, 'mean_top1_confidence': 0.325759, 'expected_calibration_error': 0.359934}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,2.044783,7.727479,0.5,0.555556,0.250888,0.325759,0.359934,3.531595,34.178444,0.0,0.145063,0.043937,0.139213,0.139213
strict_known_only,phase_cued_retrieval,317,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 2.044783, 'perplexity': 7.727479, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.250888, 'mean_top1_confidence': 0.325759, 'expected_calibration_error': 0.359934}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,2.044783,7.727479,0.5,0.555556,0.250888,0.325759,0.359934,3.531595,34.178444,0.0,0.145063,0.043937,0.139213,0.139213
fallback_mod16,phase_cued_retrieval,331,no_position,no_position,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
fallback_mod16,phase_cued_retrieval,331,sinusoidal,sinusoidal,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
fallback_mod16,phase_cued_retrieval,331,alibi,alibi,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
fallback_mod16,phase_cued_retrieval,331,rope_relative,rope,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
fallback_mod16,phase_cued_retrieval,331,phasewrap_bias,phasewrap_bias,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
fallback_mod16,phase_cued_retrieval,331,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
strict_known_only,phase_cued_retrieval,331,no_position,no_position,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 2.028021, 'perplexity': 7.599034, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.258828, 'mean_top1_confidence': 0.333613, 'expected_calibration_error': 0.351906}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,2.028021,7.599034,0.5,0.555556,0.258828,0.333613,0.351906,2.765789,15.89157,0.25,0.370833,0.095336,0.164216,0.306401
strict_known_only,phase_cued_retrieval,331,sinusoidal,sinusoidal,4,2,4,0.0,4,1.0,4.0,8.0,"{'row_count': 2.0, 'loss': 2.217621, 'perplexity': 9.185448, 'top1_accuracy': 0.5, 'mrr': 0.571429, 'mean_target_probability': 0.20452, 'mean_top1_confidence': 0.360256, 'expected_calibration_error': 0.139744}",0.072079,1.074741,1.0,1.0,0.936357,0.936357,0.063643,2.217621,9.185448,0.5,0.571429,0.20452,0.360256,0.139744,2.575093,13.132535,0.25,0.519231,0.104541,0.14167,0.10833
strict_known_only,phase_cued_retrieval,331,alibi,alibi,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 2.028021, 'perplexity': 7.599034, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.258828, 'mean_top1_confidence': 0.333613, 'expected_calibration_error': 0.351906}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,2.028021,7.599034,0.5,0.555556,0.258828,0.333613,0.351906,2.765789,15.89157,0.25,0.370833,0.095336,0.164216,0.306401
strict_known_only,phase_cued_retrieval,331,rope_relative,rope,4,2,4,0.0,4,4.0,1.0,4.0,"{'row_count': 2.0, 'loss': 2.520485, 'perplexity': 12.434627, 'top1_accuracy': 0.5, 'mrr': 0.6, 'mean_target_probability': 0.08951, 'mean_top1_confidence': 0.117255, 'expected_calibration_error': 0.382745}",0.97834,2.660037,1.0,1.0,0.405004,0.405004,0.594996,2.520485,12.434627,0.5,0.6,0.08951,0.117255,0.382745,3.140632,23.118465,0.25,0.299405,0.064335,0.101907,0.265932
strict_known_only,phase_cued_retrieval,331,phasewrap_bias,phasewrap_bias,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 2.028021, 'perplexity': 7.599034, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.258828, 'mean_top1_confidence': 0.333613, 'expected_calibration_error': 0.351906}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,2.028021,7.599034,0.5,0.555556,0.258828,0.333613,0.351906,2.765789,15.89157,0.25,0.370833,0.095336,0.164216,0.306401
strict_known_only,phase_cued_retrieval,331,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 2.028021, 'perplexity': 7.599034, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.258828, 'mean_top1_confidence': 0.333613, 'expected_calibration_error': 0.351906}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,2.028021,7.599034,0.5,0.555556,0.258828,0.333613,0.351906,2.765789,15.89157,0.25,0.370833,0.095336,0.164216,0.306401
fallback_mod16,exact_offset_passkey,307,no_position,no_position,4,2,4,1.0,0,0.0,0.0,-8.0,"{'row_count': 2.0, 'loss': 5.069211, 'perplexity': 159.048861, 'top1_accuracy': 0.0, 'mrr': 0.069712, 'mean_target_probability': 0.00632, 'mean_top1_confidence': 0.200208, 'expected_calibration_error': 0.200208}",4.839208,126.36919,0.0,0.13312,0.036351,0.260704,0.260704,5.069211,159.048861,0.0,0.069712,0.00632,0.200208,0.200208,6.242988,514.393333,0.0,0.07207,0.020524,0.138813,0.138813
fallback_mod16,exact_offset_passkey,307,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,0.0,0.0,"{'row_count': 2.0, 'loss': 0.036029, 'perplexity': 1.036686, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.964612, 'mean_top1_confidence': 0.964612, 'expected_calibration_error': 0.035388}",0.032322,1.03285,1.0,1.0,0.968195,0.968195,0.031805,0.036029,1.036686,1.0,1.0,0.964612,0.964612,0.035388,0.725747,2.066273,0.5,0.75,0.483963,0.485843,0.014157
fallback_mod16,exact_offset_passkey,307,alibi,alibi,4,2,4,1.0,0,1.0,0.0,-4.0,"{'row_count': 2.0, 'loss': 4.226165, 'perplexity': 68.454234, 'top1_accuracy': 0.0, 'mrr': 0.069712, 'mean_target_probability': 0.014638, 'mean_top1_confidence': 0.140776, 'expected_calibration_error': 0.140776}",3.940859,51.462786,0.0,0.13312,0.035536,0.173338,0.173338,4.226165,68.454234,0.0,0.069712,0.014638,0.140776,0.140776,4.970709,144.129007,0.0,0.072835,0.019805,0.093584,0.093584
fallback_mod16,exact_offset_passkey,307,rope_relative,rope,4,2,4,1.0,0,12.0,0.0,-1.0,"{'row_count': 2.0, 'loss': 1.199999, 'perplexity': 3.320113, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.301195, 'mean_top1_confidence': 0.301195, 'expected_calibration_error': 0.698805}",1.145717,3.144696,1.0,1.0,0.318399,0.318399,0.681601,1.199999,3.320113,1.0,1.0,0.301195,0.301195,0.698805,1.207684,3.345727,1.0,1.0,0.299353,0.299353,0.700647
fallback_mod16,exact_offset_passkey,307,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,0.0,-8.0,"{'row_count': 2.0, 'loss': 5.069211, 'perplexity': 159.048861, 'top1_accuracy': 0.0, 'mrr': 0.069712, 'mean_target_probability': 0.00632, 'mean_top1_confidence': 0.200208, 'expected_calibration_error': 0.200208}",4.839208,126.36919,0.0,0.13312,0.036351,0.260704,0.260704,5.069211,159.048861,0.0,0.069712,0.00632,0.200208,0.200208,6.242988,514.393333,0.0,0.07207,0.020524,0.138813,0.138813
fallback_mod16,exact_offset_passkey,307,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,0.0,-8.0,"{'row_count': 2.0, 'loss': 5.069211, 'perplexity': 159.048861, 'top1_accuracy': 0.0, 'mrr': 0.069712, 'mean_target_probability': 0.00632, 'mean_top1_confidence': 0.200208, 'expected_calibration_error': 0.200208}",4.839208,126.36919,0.0,0.13312,0.036351,0.260704,0.260704,5.069211,159.048861,0.0,0.069712,0.00632,0.200208,0.200208,6.242988,514.393333,0.0,0.07207,0.020524,0.138813,0.138813
strict_known_only,exact_offset_passkey,307,no_position,no_position,4,2,4,1.0,0,0.0,0.0,-8.0,"{'row_count': 2.0, 'loss': 5.069211, 'perplexity': 159.048861, 'top1_accuracy': 0.0, 'mrr': 0.069712, 'mean_target_probability': 0.00632, 'mean_top1_confidence': 0.200208, 'expected_calibration_error': 0.200208}",4.839208,126.36919,0.0,0.13312,0.036351,0.260704,0.260704,5.069211,159.048861,0.0,0.069712,0.00632,0.200208,0.200208,6.242988,514.393333,0.0,0.07207,0.020524,0.138813,0.138813
strict_known_only,exact_offset_passkey,307,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,0.0,0.0,"{'row_count': 2.0, 'loss': 0.036029, 'perplexity': 1.036686, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.964612, 'mean_top1_confidence': 0.964612, 'expected_calibration_error': 0.035388}",0.032322,1.03285,1.0,1.0,0.968195,0.968195,0.031805,0.036029,1.036686,1.0,1.0,0.964612,0.964612,0.035388,0.725747,2.066273,0.5,0.75,0.483963,0.485843,0.014157
strict_known_only,exact_offset_passkey,307,alibi,alibi,4,2,4,1.0,0,1.0,0.0,-4.0,"{'row_count': 2.0, 'loss': 4.226165, 'perplexity': 68.454234, 'top1_accuracy': 0.0, 'mrr': 0.069712, 'mean_target_probability': 0.014638, 'mean_top1_confidence': 0.140776, 'expected_calibration_error': 0.140776}",3.940859,51.462786,0.0,0.13312,0.035536,0.173338,0.173338,4.226165,68.454234,0.0,0.069712,0.014638,0.140776,0.140776,4.970709,144.129007,0.0,0.072835,0.019805,0.093584,0.093584
strict_known_only,exact_offset_passkey,307,rope_relative,rope,4,2,4,1.0,0,12.0,0.0,-1.0,"{'row_count': 2.0, 'loss': 1.199999, 'perplexity': 3.320113, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.301195, 'mean_top1_confidence': 0.301195, 'expected_calibration_error': 0.698805}",1.145717,3.144696,1.0,1.0,0.318399,0.318399,0.681601,1.199999,3.320113,1.0,1.0,0.301195,0.301195,0.698805,1.207684,3.345727,1.0,1.0,0.299353,0.299353,0.700647
strict_known_only,exact_offset_passkey,307,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,0.0,-8.0,"{'row_count': 2.0, 'loss': 5.069211, 'perplexity': 159.048861, 'top1_accuracy': 0.0, 'mrr': 0.069712, 'mean_target_probability': 0.00632, 'mean_top1_confidence': 0.200208, 'expected_calibration_error': 0.200208}",4.839208,126.36919,0.0,0.13312,0.036351,0.260704,0.260704,5.069211,159.048861,0.0,0.069712,0.00632,0.200208,0.200208,6.242988,514.393333,0.0,0.07207,0.020524,0.138813,0.138813
strict_known_only,exact_offset_passkey,307,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,0.0,-8.0,"{'row_count': 2.0, 'loss': 5.069211, 'perplexity': 159.048861, 'top1_accuracy': 0.0, 'mrr': 0.069712, 'mean_target_probability': 0.00632, 'mean_top1_confidence': 0.200208, 'expected_calibration_error': 0.200208}",4.839208,126.36919,0.0,0.13312,0.036351,0.260704,0.260704,5.069211,159.048861,0.0,0.069712,0.00632,0.200208,0.200208,6.242988,514.393333,0.0,0.07207,0.020524,0.138813,0.138813
fallback_mod16,exact_offset_passkey,311,no_position,no_position,4,2,4,1.0,0,0.0,1.0,2.0,"{'row_count': 2.0, 'loss': 2.293627, 'perplexity': 9.910816, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.105313, 'mean_top1_confidence': 0.105313, 'expected_calibration_error': 0.894687}",1.847638,6.344814,1.0,1.0,0.164365,0.164365,0.835635,2.293627,9.910816,1.0,1.0,0.105313,0.105313,0.894687,3.015809,20.4056,0.5,0.551339,0.054969,0.082736,0.417264
fallback_mod16,exact_offset_passkey,311,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,2.0,8.0,"{'row_count': 2.0, 'loss': 0.130049, 'perplexity': 1.138885, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.878358, 'mean_top1_confidence': 0.878358, 'expected_calibration_error': 0.121642}",0.005131,1.005144,1.0,1.0,0.994892,0.994892,0.005108,0.130049,1.138885,1.0,1.0,0.878358,0.878358,0.121642,0.070888,1.073461,1.0,1.0,0.935762,0.935762,0.064238
fallback_mod16,exact_offset_passkey,311,alibi,alibi,4,2,4,1.0,0,0.0,1.0,2.0,"{'row_count': 2.0, 'loss': 2.293627, 'perplexity': 9.910816, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.105313, 'mean_top1_confidence': 0.105313, 'expected_calibration_error': 0.894687}",1.847638,6.344814,1.0,1.0,0.164365,0.164365,0.835635,2.293627,9.910816,1.0,1.0,0.105313,0.105313,0.894687,3.015809,20.4056,0.5,0.551339,0.054969,0.082736,0.417264
fallback_mod16,exact_offset_passkey,311,rope_relative,rope,4,2,4,1.0,0,12.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.603282, 'perplexity': 1.828109, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.639174, 'mean_top1_confidence': 0.639174, 'expected_calibration_error': 0.360826}",0.003742,1.003749,1.0,1.0,0.996267,0.996267,0.003733,0.603282,1.828109,1.0,1.0,0.639174,0.639174,0.360826,0.710953,2.03593,1.0,1.0,0.604633,0.604633,0.395367
fallback_mod16,exact_offset_passkey,311,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,1.0,2.0,"{'row_count': 2.0, 'loss': 2.293627, 'perplexity': 9.910816, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.105313, 'mean_top1_confidence': 0.105313, 'expected_calibration_error': 0.894687}",1.847638,6.344814,1.0,1.0,0.164365,0.164365,0.835635,2.293627,9.910816,1.0,1.0,0.105313,0.105313,0.894687,3.015809,20.4056,0.5,0.551339,0.054969,0.082736,0.417264
fallback_mod16,exact_offset_passkey,311,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,1.0,2.0,"{'row_count': 2.0, 'loss': 2.293627, 'perplexity': 9.910816, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.105313, 'mean_top1_confidence': 0.105313, 'expected_calibration_error': 0.894687}",1.847638,6.344814,1.0,1.0,0.164365,0.164365,0.835635,2.293627,9.910816,1.0,1.0,0.105313,0.105313,0.894687,3.015809,20.4056,0.5,0.551339,0.054969,0.082736,0.417264
strict_known_only,exact_offset_passkey,311,no_position,no_position,4,2,4,1.0,0,0.0,0.0,1.0,"{'row_count': 2.0, 'loss': 2.523466, 'perplexity': 12.471751, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.08019, 'mean_top1_confidence': 0.08019, 'expected_calibration_error': 0.91981}",3.28455,26.696959,0.0,0.123717,0.042871,0.084872,0.084872,2.523466,12.471751,1.0,1.0,0.08019,0.08019,0.91981,3.375161,29.229,0.0,0.236197,0.037772,0.065135,0.065135
strict_known_only,exact_offset_passkey,311,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,0.0,2.0,"{'row_count': 2.0, 'loss': 0.158108, 'perplexity': 1.171293, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.854816, 'mean_top1_confidence': 0.854816, 'expected_calibration_error': 0.145184}",0.037127,1.037825,1.0,1.0,0.96356,0.96356,0.03644,0.158108,1.171293,1.0,1.0,0.854816,0.854816,0.145184,0.244022,1.276373,1.0,1.0,0.789814,0.789814,0.210186
strict_known_only,exact_offset_passkey,311,alibi,alibi,4,2,4,1.0,0,0.0,0.0,1.0,"{'row_count': 2.0, 'loss': 2.523466, 'perplexity': 12.471751, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.08019, 'mean_top1_confidence': 0.08019, 'expected_calibration_error': 0.91981}",3.28455,26.696959,0.0,0.123717,0.042871,0.084872,0.084872,2.523466,12.471751,1.0,1.0,0.08019,0.08019,0.91981,3.375161,29.229,0.0,0.236197,0.037772,0.065135,0.065135
strict_known_only,exact_offset_passkey,311,rope_relative,rope,4,2,4,1.0,0,12.0,0.0,0.0,"{'row_count': 2.0, 'loss': 1.155506, 'perplexity': 3.17563, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.314906, 'mean_top1_confidence': 0.314906, 'expected_calibration_error': 0.685094}",1.136358,3.1154,1.0,1.0,0.321233,0.321233,0.678767,1.155506,3.17563,1.0,1.0,0.314906,0.314906,0.685094,1.20575,3.339262,1.0,1.0,0.299494,0.299494,0.700506
strict_known_only,exact_offset_passkey,311,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,0.0,1.0,"{'row_count': 2.0, 'loss': 2.523466, 'perplexity': 12.471751, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.08019, 'mean_top1_confidence': 0.08019, 'expected_calibration_error': 0.91981}",3.28455,26.696959,0.0,0.123717,0.042871,0.084872,0.084872,2.523466,12.471751,1.0,1.0,0.08019,0.08019,0.91981,3.375161,29.229,0.0,0.236197,0.037772,0.065135,0.065135
strict_known_only,exact_offset_passkey,311,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,0.0,1.0,"{'row_count': 2.0, 'loss': 2.523466, 'perplexity': 12.471751, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.08019, 'mean_top1_confidence': 0.08019, 'expected_calibration_error': 0.91981}",3.28455,26.696959,0.0,0.123717,0.042871,0.084872,0.084872,2.523466,12.471751,1.0,1.0,0.08019,0.08019,0.91981,3.375161,29.229,0.0,0.236197,0.037772,0.065135,0.065135
fallback_mod16,exact_offset_passkey,313,no_position,no_position,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
fallback_mod16,exact_offset_passkey,313,sinusoidal,sinusoidal,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
fallback_mod16,exact_offset_passkey,313,alibi,alibi,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
fallback_mod16,exact_offset_passkey,313,rope_relative,rope,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
fallback_mod16,exact_offset_passkey,313,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
fallback_mod16,exact_offset_passkey,313,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
strict_known_only,exact_offset_passkey,313,no_position,no_position,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 1.252554, 'perplexity': 3.49927, 'top1_accuracy': 0.5, 'mrr': 0.6, 'mean_target_probability': 0.540833, 'mean_top1_confidence': 0.59276, 'expected_calibration_error': 0.09276}",4.637244,103.259389,0.0,0.102564,0.021581,0.26162,0.26162,1.252554,3.49927,0.5,0.6,0.540833,0.59276,0.09276,10.708815,44748.575183,0.0,0.048395,0.004128,0.358087,0.358087
strict_known_only,exact_offset_passkey,313,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,8.0,-8.0,"{'row_count': 2.0, 'loss': 0.016523, 'perplexity': 1.016661, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.983747, 'mean_top1_confidence': 0.983747, 'expected_calibration_error': 0.016253}",0.069348,1.071809,1.0,1.0,0.934751,0.934751,0.065249,0.016523,1.016661,1.0,1.0,0.983747,0.983747,0.016253,4.240128,69.416727,0.5,0.708333,0.469498,0.95359,0.45359
strict_known_only,exact_offset_passkey,313,alibi,alibi,4,2,4,1.0,0,0.5,12.0,-8.0,"{'row_count': 2.0, 'loss': 1.251041, 'perplexity': 3.49398, 'top1_accuracy': 0.5, 'mrr': 0.6, 'mean_target_probability': 0.540957, 'mean_top1_confidence': 0.597937, 'expected_calibration_error': 0.097937}",4.79101,120.42297,0.0,0.102564,0.020027,0.275192,0.275192,1.251041,3.49398,0.5,0.6,0.540957,0.597937,0.097937,10.87816,53005.979906,0.0,0.048395,0.003666,0.362327,0.362327
strict_known_only,exact_offset_passkey,313,rope_relative,rope,4,2,4,1.0,0,12.0,12.0,-4.0,"{'row_count': 2.0, 'loss': 0.533314, 'perplexity': 1.704571, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.672084, 'mean_top1_confidence': 0.672084, 'expected_calibration_error': 0.327916}",1.262834,3.535427,1.0,1.0,0.285595,0.285595,0.714405,0.533314,1.704571,1.0,1.0,0.672084,0.672084,0.327916,5.700923,299.143421,0.75,0.833333,0.198194,0.448193,0.801805
strict_known_only,exact_offset_passkey,313,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 1.252554, 'perplexity': 3.49927, 'top1_accuracy': 0.5, 'mrr': 0.6, 'mean_target_probability': 0.540833, 'mean_top1_confidence': 0.59276, 'expected_calibration_error': 0.09276}",4.637244,103.259389,0.0,0.102564,0.021581,0.26162,0.26162,1.252554,3.49927,0.5,0.6,0.540833,0.59276,0.09276,10.708815,44748.575183,0.0,0.048395,0.004128,0.358087,0.358087
