window_id,provider,window_index,minimum_separation_from_previous_window_hours,packet_template_count,status,missing_evidence
amazon_braket__independent_window_00,amazon_braket,0,0,10,execution_required,fresh Stage 101 calibration execution JSON for this provider/backend/date; filled Stage 104 packet execution templates for every packet in this provider window; backend metadata and calibration timestamp for this window; Stage 103 metrics recomputed for this window
amazon_braket__independent_window_01,amazon_braket,1,24,10,execution_required,fresh Stage 101 calibration execution JSON for this provider/backend/date; filled Stage 104 packet execution templates for every packet in this provider window; backend metadata and calibration timestamp for this window; Stage 103 metrics recomputed for this window
ibm_runtime__independent_window_00,ibm_runtime,0,0,10,execution_required,fresh Stage 101 calibration execution JSON for this provider/backend/date; filled Stage 104 packet execution templates for every packet in this provider window; backend metadata and calibration timestamp for this window; Stage 103 metrics recomputed for this window
ibm_runtime__independent_window_01,ibm_runtime,1,24,10,execution_required,fresh Stage 101 calibration execution JSON for this provider/backend/date; filled Stage 104 packet execution templates for every packet in this provider window; backend metadata and calibration timestamp for this window; Stage 103 metrics recomputed for this window
