window_id,provider,packet_count,ready_packet_count,ready,missing_evidence
amazon_braket__independent_window_00,amazon_braket,10,0,False,auditability_comparison_groups_incomplete; packet_execution_counts_missing; stage101_calibration_not_verified
amazon_braket__independent_window_01,amazon_braket,10,0,False,auditability_comparison_groups_incomplete; packet_execution_counts_missing; stage101_calibration_not_verified
ibm_runtime__independent_window_00,ibm_runtime,10,0,False,auditability_comparison_groups_incomplete; packet_execution_counts_missing; stage101_calibration_not_verified
ibm_runtime__independent_window_01,ibm_runtime,10,0,False,auditability_comparison_groups_incomplete; packet_execution_counts_missing; stage101_calibration_not_verified
