task,seed,method,stage10_method_alias,train_row_count,validation_row_count,test_row_count,test_support_known_fraction,test_support_missing_mod_count,selected_position_scale,selected_cue_scale,selected_distance_scale,validation_selection_metrics,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error
exact_offset_passkey,311,alibi,alibi,4,2,4,1.0,0,0.0,1.0,2.0,"{'row_count': 2.0, 'loss': 2.293627, 'perplexity': 9.910816, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.105313, 'mean_top1_confidence': 0.105313, 'expected_calibration_error': 0.894687}",1.847638,6.344814,1.0,1.0,0.164365,0.164365,0.835635,2.293627,9.910816,1.0,1.0,0.105313,0.105313,0.894687,3.015809,20.4056,0.5,0.551339,0.054969,0.082736,0.417264
exact_offset_passkey,311,rope_relative,rope,4,2,4,1.0,0,12.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.603282, 'perplexity': 1.828109, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.639174, 'mean_top1_confidence': 0.639174, 'expected_calibration_error': 0.360826}",0.003742,1.003749,1.0,1.0,0.996267,0.996267,0.003733,0.603282,1.828109,1.0,1.0,0.639174,0.639174,0.360826,0.710953,2.03593,1.0,1.0,0.604633,0.604633,0.395367
exact_offset_passkey,311,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,1.0,2.0,"{'row_count': 2.0, 'loss': 2.293627, 'perplexity': 9.910816, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.105313, 'mean_top1_confidence': 0.105313, 'expected_calibration_error': 0.894687}",1.847638,6.344814,1.0,1.0,0.164365,0.164365,0.835635,2.293627,9.910816,1.0,1.0,0.105313,0.105313,0.894687,3.015809,20.4056,0.5,0.551339,0.054969,0.082736,0.417264
exact_offset_passkey,311,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,1.0,2.0,"{'row_count': 2.0, 'loss': 2.293627, 'perplexity': 9.910816, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.105313, 'mean_top1_confidence': 0.105313, 'expected_calibration_error': 0.894687}",1.847638,6.344814,1.0,1.0,0.164365,0.164365,0.835635,2.293627,9.910816,1.0,1.0,0.105313,0.105313,0.894687,3.015809,20.4056,0.5,0.551339,0.054969,0.082736,0.417264
exact_offset_passkey,313,no_position,no_position,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
exact_offset_passkey,313,sinusoidal,sinusoidal,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
exact_offset_passkey,313,alibi,alibi,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
exact_offset_passkey,313,rope_relative,rope,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
exact_offset_passkey,313,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
exact_offset_passkey,313,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",6.907755,1000.000003,0.75,0.763158,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.574885,347797091967.17786,0.0,0.046023,0.0,1.0,1.0
exact_offset_passkey,317,no_position,no_position,4,2,4,1.0,0,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.056268, 'top1_accuracy': 0.5, 'mrr': 0.535714, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.815511,1000000.056268,0.5,0.535714,0.5,1.0,0.5,20.723266,1000000056.267774,0.25,0.31126,0.25,1.0,0.75
exact_offset_passkey,317,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,1.0,1.0,"{'row_count': 2.0, 'loss': 0.026352, 'perplexity': 1.026702, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.974131, 'mean_top1_confidence': 0.974131, 'expected_calibration_error': 0.025869}",0.004559,1.004569,1.0,1.0,0.995452,0.995452,0.004548,0.026352,1.026702,1.0,1.0,0.974131,0.974131,0.025869,0.888583,2.431682,0.5,0.75,0.536882,0.836393,0.359638
exact_offset_passkey,317,alibi,alibi,4,2,4,1.0,0,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.056268, 'top1_accuracy': 0.5, 'mrr': 0.535714, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.815511,1000000.056268,0.5,0.535714,0.5,1.0,0.5,20.723266,1000000056.267774,0.25,0.31126,0.25,1.0,0.75
exact_offset_passkey,317,rope_relative,rope,4,2,4,1.0,0,12.0,2.0,1.0,"{'row_count': 2.0, 'loss': 0.652145, 'perplexity': 1.919655, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.62006, 'mean_top1_confidence': 0.62006, 'expected_calibration_error': 0.37994}",0.040325,1.041149,1.0,1.0,0.960478,0.960478,0.039522,0.652145,1.919655,1.0,1.0,0.62006,0.62006,0.37994,0.980657,2.666208,1.0,1.0,0.4445,0.4445,0.5555
exact_offset_passkey,317,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.056268, 'top1_accuracy': 0.5, 'mrr': 0.535714, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.815511,1000000.056268,0.5,0.535714,0.5,1.0,0.5,20.723266,1000000056.267774,0.25,0.31126,0.25,1.0,0.75
exact_offset_passkey,317,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.056268, 'top1_accuracy': 0.5, 'mrr': 0.535714, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.815511,1000000.056268,0.5,0.535714,0.5,1.0,0.5,20.723266,1000000056.267774,0.25,0.31126,0.25,1.0,0.75
exact_offset_passkey,331,no_position,no_position,4,2,4,1.0,0,0.0,24.0,4.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.000221, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",13.815511,1000000.0,0.5,0.566964,0.5,1.0,0.5,13.815511,1000000.000221,0.5,0.555556,0.5,1.0,0.5,20.723266,1000000000.043314,0.25,0.282648,0.25,1.0,0.75
exact_offset_passkey,331,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,2.0,8.0,"{'row_count': 2.0, 'loss': 0.020486, 'perplexity': 1.020697, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.979848, 'mean_top1_confidence': 0.979848, 'expected_calibration_error': 0.020152}",0.017176,1.017325,1.0,1.0,0.983105,0.983105,0.016895,0.020486,1.020697,1.0,1.0,0.979848,0.979848,0.020152,1.744982,5.725796,0.5,0.708333,0.579477,0.835007,0.335007
exact_offset_passkey,331,alibi,alibi,4,2,4,1.0,0,0.0,24.0,4.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.000221, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",13.815511,1000000.0,0.5,0.566964,0.5,1.0,0.5,13.815511,1000000.000221,0.5,0.555556,0.5,1.0,0.5,20.723266,1000000000.043314,0.25,0.282648,0.25,1.0,0.75
exact_offset_passkey,331,rope_relative,rope,4,2,4,1.0,0,12.0,2.0,2.0,"{'row_count': 2.0, 'loss': 0.603701, 'perplexity': 1.828875, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.632759, 'mean_top1_confidence': 0.632759, 'expected_calibration_error': 0.367241}",0.579058,1.784357,1.0,1.0,0.643733,0.643733,0.356267,0.603701,1.828875,1.0,1.0,0.632759,0.632759,0.367241,1.010408,2.746721,1.0,1.0,0.435996,0.435996,0.564004
exact_offset_passkey,331,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,24.0,4.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.000221, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",13.815511,1000000.0,0.5,0.566964,0.5,1.0,0.5,13.815511,1000000.000221,0.5,0.555556,0.5,1.0,0.5,20.723266,1000000000.043314,0.25,0.282648,0.25,1.0,0.75
exact_offset_passkey,331,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,24.0,4.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.000221, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",13.815511,1000000.0,0.5,0.566964,0.5,1.0,0.5,13.815511,1000000.000221,0.5,0.555556,0.5,1.0,0.5,20.723266,1000000000.043314,0.25,0.282648,0.25,1.0,0.75
tiny_text_fact_qa,307,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,307,sinusoidal,sinusoidal,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,307,alibi,alibi,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,307,rope_relative,rope,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,307,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,307,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,sinusoidal,sinusoidal,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,alibi,alibi,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,rope_relative,rope,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
