row_count,loss,perplexity,top1_accuracy,mrr,mean_target_value_probability,target_value_probability_mae,mean_top1_confidence,expected_calibration_error,mean_first_relevant_value_rank,method,model_seed,task
20,12.55535,283608.377034,0.0,0.020079,0.001316,0.998684,0.342198,0.342198,127.5,phasewrap_distance_adapter,4013,passkey_exact
20,12.937369,415554.587761,0.05,0.064806,0.016367,0.983633,0.274,0.224,126.1,phasewrap_distance_adapter,4013,multi_needle
20,10.2938,29548.857487,0.0,0.059692,0.009101,0.990899,0.39208,0.39208,77.75,phasewrap_distance_adapter,4013,aggregation
20,12.964125,426823.280819,0.0,0.016344,0.000356,0.999644,0.442233,0.442233,123.9,phasewrap_distance_adapter,4019,passkey_exact
20,14.039552,1251123.478873,0.05,0.05773,0.032373,0.967627,0.448379,0.398379,149.9,phasewrap_distance_adapter,4019,multi_needle
20,9.233879,10238.180528,0.05,0.100616,0.027543,0.972457,0.403012,0.353012,76.9,phasewrap_distance_adapter,4019,aggregation
20,11.930471,151823.073717,0.0,0.017494,0.001793,0.998207,0.363974,0.363974,117.7,phasewrap_multiscale_adapter,4001,passkey_exact
20,12.732429,338550.488286,0.05,0.059074,0.026975,0.973025,0.297809,0.247809,144.7,phasewrap_multiscale_adapter,4001,multi_needle
20,10.170682,26125.881407,0.0,0.050508,0.009272,0.990728,0.337595,0.337595,84.95,phasewrap_multiscale_adapter,4001,aggregation
20,12.819271,369265.296329,0.0,0.016607,0.001483,0.998517,0.422039,0.422039,119.55,phasewrap_multiscale_adapter,4003,passkey_exact
20,13.707274,897414.974379,0.0,0.037586,0.003977,0.996023,0.351018,0.351018,137.85,phasewrap_multiscale_adapter,4003,multi_needle
20,9.468142,12940.823332,0.05,0.1232,0.035712,0.964288,0.314311,0.264311,83.3,phasewrap_multiscale_adapter,4003,aggregation
20,12.44651,254361.077047,0.0,0.017828,0.000821,0.999179,0.472315,0.472315,122.95,phasewrap_multiscale_adapter,4007,passkey_exact
20,13.143246,510551.347543,0.0,0.048903,0.011069,0.988931,0.499432,0.499432,129.75,phasewrap_multiscale_adapter,4007,multi_needle
20,9.323234,11195.127282,0.05,0.080243,0.029422,0.970578,0.357183,0.313885,91.6,phasewrap_multiscale_adapter,4007,aggregation
20,11.256125,77352.258243,0.0,0.033301,0.003859,0.996141,0.336586,0.336586,117.3,phasewrap_multiscale_adapter,4013,passkey_exact
20,12.788966,358242.774405,0.0,0.035536,0.004753,0.995247,0.348258,0.348258,135.2,phasewrap_multiscale_adapter,4013,multi_needle
20,8.746829,6290.707081,0.1,0.143024,0.073057,0.926943,0.415531,0.339161,76.2,phasewrap_multiscale_adapter,4013,aggregation
20,13.458784,699963.985372,0.0,0.045597,0.0113,0.9887,0.419755,0.419755,127.6,phasewrap_multiscale_adapter,4019,passkey_exact
20,13.646548,844540.267079,0.05,0.062924,0.044621,0.955379,0.343025,0.304593,125.8,phasewrap_multiscale_adapter,4019,multi_needle
20,9.887183,19676.548629,0.05,0.104077,0.036789,0.963211,0.390964,0.362608,75.65,phasewrap_multiscale_adapter,4019,aggregation
