row_count,loss,perplexity,top1_accuracy,mrr,mean_target_value_probability,target_value_probability_mae,mean_top1_confidence,expected_calibration_error,mean_first_relevant_value_rank,method,model_seed,task
20,19.333569,249150789.115538,0.0,0.019544,0.002153,0.997847,0.501579,0.501579,159.85,sinusoidal,3917,passkey_exact
20,13.751699,938182.106935,0.0,0.03236,0.004272,0.995728,0.523152,0.523152,91.45,sinusoidal,3917,multi_needle
20,14.669511,2349025.805806,0.0,0.01931,0.00085,0.99915,0.449585,0.449585,101.2,sinusoidal,3917,aggregation
20,19.07494,192371713.826722,0.0,0.016155,1.5e-05,0.999985,0.608107,0.608107,148.45,sinusoidal,3923,passkey_exact
20,13.557247,772391.789042,0.05,0.075975,0.044394,0.955606,0.685429,0.635429,91.35,sinusoidal,3923,multi_needle
20,16.552216,15436052.734583,0.0,0.014214,0.000209,0.999791,0.595768,0.595768,101.15,sinusoidal,3923,aggregation
20,18.426749,100608702.700431,0.0,0.01348,0.00151,0.99849,0.51586,0.51586,137.1,sinusoidal,3929,passkey_exact
20,14.226734,1508662.649323,0.0,0.022728,0.003955,0.996045,0.491428,0.491428,98.75,sinusoidal,3929,multi_needle
20,16.491285,14523586.577698,0.0,0.013303,0.000522,0.999478,0.513133,0.513133,103.55,sinusoidal,3929,aggregation
20,17.780658,52728043.099274,0.0,0.01011,6.4e-05,0.999936,0.520371,0.520371,140.9,phasewrap_distance_adapter,3907,passkey_exact
20,12.319142,223941.833789,0.0,0.032534,0.00741,0.99259,0.441698,0.441698,94.3,phasewrap_distance_adapter,3907,multi_needle
20,13.22116,551920.71888,0.0,0.023937,0.002731,0.997269,0.471786,0.471786,94.35,phasewrap_distance_adapter,3907,aggregation
20,16.67352,17426795.768746,0.0,0.019503,0.001412,0.998588,0.408981,0.408981,141.35,phasewrap_distance_adapter,3911,passkey_exact
20,14.046534,1259889.158258,0.0,0.019013,0.002161,0.997839,0.390495,0.390495,102.8,phasewrap_distance_adapter,3911,multi_needle
20,13.826634,1011185.747421,0.0,0.016842,0.000333,0.999667,0.416411,0.416411,95.3,phasewrap_distance_adapter,3911,aggregation
20,18.036806,68121704.550904,0.0,0.012934,0.000467,0.999533,0.485251,0.485251,147.45,phasewrap_distance_adapter,3917,passkey_exact
20,12.95524,423047.498362,0.0,0.043302,0.007051,0.992949,0.447256,0.447256,85.35,phasewrap_distance_adapter,3917,multi_needle
20,13.741173,928358.156325,0.0,0.039833,0.005024,0.994976,0.462456,0.462456,99.4,phasewrap_distance_adapter,3917,aggregation
20,16.192855,10776251.50111,0.0,0.020287,0.001884,0.998116,0.391913,0.391913,124.9,phasewrap_distance_adapter,3923,passkey_exact
20,13.465219,704482.855022,0.0,0.032035,0.007607,0.992393,0.420518,0.420518,107.9,phasewrap_distance_adapter,3923,multi_needle
20,13.364719,637123.864408,0.0,0.018668,0.000982,0.999018,0.384451,0.384451,99.95,phasewrap_distance_adapter,3923,aggregation
20,18.712423,133875815.071581,0.0,0.018088,0.000903,0.999097,0.512151,0.512151,140.55,phasewrap_distance_adapter,3929,passkey_exact
20,14.708961,2443545.660538,0.0,0.051657,0.017324,0.982676,0.535782,0.535782,94.25,phasewrap_distance_adapter,3929,multi_needle
20,15.189608,3951509.081515,0.0,0.022183,0.001029,0.998971,0.488848,0.488848,95.1,phasewrap_distance_adapter,3929,aggregation
20,14.936853,3068972.356994,0.0,0.025331,0.003526,0.996474,0.384857,0.384857,143.15,phasewrap_multiscale_adapter,3907,passkey_exact
20,12.818176,368861.437244,0.0,0.025711,0.003263,0.996737,0.387874,0.387874,100.65,phasewrap_multiscale_adapter,3907,multi_needle
20,12.543568,280286.587141,0.0,0.01661,0.001018,0.998982,0.39296,0.39296,102.35,phasewrap_multiscale_adapter,3907,aggregation
20,17.033323,24973434.415043,0.0,0.010934,0.00107,0.99893,0.475352,0.475352,141.0,phasewrap_multiscale_adapter,3911,passkey_exact
20,14.063232,1281103.533772,0.0,0.035762,0.002151,0.997849,0.548979,0.548979,91.25,phasewrap_multiscale_adapter,3911,multi_needle
20,13.867241,1053092.138296,0.0,0.03322,0.003618,0.996382,0.497858,0.497858,84.95,phasewrap_multiscale_adapter,3911,aggregation
20,15.787491,7184893.47985,0.0,0.015708,0.002705,0.997295,0.362331,0.362331,159.75,phasewrap_multiscale_adapter,3917,passkey_exact
20,12.744563,342683.481695,0.0,0.027413,0.003407,0.996593,0.357232,0.357232,95.85,phasewrap_multiscale_adapter,3917,multi_needle
20,12.735804,339695.361246,0.0,0.020395,0.001434,0.998566,0.413944,0.413944,96.7,phasewrap_multiscale_adapter,3917,aggregation
20,16.55874,15537079.189624,0.0,0.034977,0.010611,0.989389,0.540764,0.540764,138.7,phasewrap_multiscale_adapter,3923,passkey_exact
20,14.262322,1563319.043418,0.0,0.040935,0.002999,0.997001,0.453234,0.453234,100.0,phasewrap_multiscale_adapter,3923,multi_needle
20,13.331406,616248.603769,0.0,0.022502,0.001464,0.998536,0.479735,0.479735,89.9,phasewrap_multiscale_adapter,3923,aggregation
20,16.839751,20578372.469461,0.0,0.033104,0.006196,0.993804,0.397837,0.397837,152.4,phasewrap_multiscale_adapter,3929,passkey_exact
20,13.668192,863019.177944,0.05,0.063911,0.009124,0.990876,0.355376,0.350279,107.9,phasewrap_multiscale_adapter,3929,multi_needle
20,14.218568,1496392.937663,0.0,0.015587,0.000562,0.999438,0.423788,0.423788,98.5,phasewrap_multiscale_adapter,3929,aggregation
